MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,MAC12,MAC13,MAC14,MAC15,MAC16,MAC17,MAC18,MAC19,MAC20,MAC21,MAC22,MAC23,MAC24,MAC25,MAC26,MAC27,MAC28,MAC29,MAC30,MAC31,MAC32,MAC33,MAC34,MAC35,MAC36,MAC37,MAC38,MAC39,MAC40,MAC41,MAC42,MAC43,MAC44,MAC45,MAC46,MAC47,MAC48,MAC49,MAC50,MAC51,MAC52,ECoord,NCoord,FloorID,BuildingID,SceneID,UserID,PhoneID,SampleTimes
100,100,-66,-91,-94,100,-81,100,-93,100,-83,100,-98,100,100,100,-86,100,-85,-83,-97,100,-41,-51,-89,100,-44,-62,-73,-83,-33,-40,-68,-79,-98,100,-89,-90,-93,100,-50,-64,-60,-76,100,100,-80,100,-35,-43,-50,-65,58.6,27.2,2,1,3,4,3,1
100,100,-66,-91,-92,100,-82,100,-90,100,-83,100,-96,100,100,100,-82,100,-84,-83,-94,100,-38,-51,-84,100,-43,-61,-71,-82,-34,-43,-66,-78,-93,100,-90,-88,-94,100,-52,-62,-57,-75,100,100,-79,100,-35,-44,-50,-63,58.6,27.9,2,1,3,4,3,1
100,100,-66,-93,-94,100,-83,100,-89,100,-85,100,-96,100,100,100,-80,100,-86,-85,-93,100,-36,-51,-79,100,-44,-59,-67,-84,-35,-46,-66,-78,-90,100,-92,-89,-96,100,-55,-62,-57,-75,100,100,-79,100,-35,-48,-52,-62,58.6,28.7,2,1,3,4,3,1
100,100,-67,-97,-99,100,-84,100,-90,100,-89,100,-96,100,100,100,-79,100,-89,-86,-96,100,-37,-51,-79,100,-43,-59,-60,-86,-39,-49,-67,-80,-91,100,-95,-93,-98,100,-58,-62,-60,-75,100,100,-80,100,-36,-51,-55,-62,58.6,29.4,2,1,3,4,3,1
100,100,-67,100,-102,100,-84,100,-92,100,-92,100,-95,100,100,100,-78,100,-91,-86,-98,100,-37,-50,-83,100,-42,-59,-54,-86,-43,-49,-67,-81,-93,100,-97,-97,100,100,-58,-62,-63,-74,100,100,-79,100,-36,-53,-59,-62,58.6,30.2,2,1,3,4,3,1
100,100,-67,-102,100,100,-80,100,-92,100,-94,100,-91,100,100,100,-75,100,-86,-82,-96,100,-34,-47,-85,100,-39,-57,-50,-83,-46,-48,-64,-78,-92,100,-96,-96,-97,100,-56,-59,-61,-71,100,100,-75,100,-35,-52,-61,-61,58.6,30.9,2,1,3,4,3,1
100,100,-69,-87,100,100,-83,100,100,100,-84,100,100,100,100,100,-80,100,-83,-75,100,100,-57,-51,100,100,-44,-65,-71,-85,-28,-40,-72,-78,100,100,-80,-91,-89,100,-54,-69,-59,-76,100,100,-86,100,-34,-41,-54,-68,57.8,25.7,2,1,3,4,3,1
100,100,-60,-86,100,100,-83,100,100,100,-79,100,100,100,100,100,-83,100,-83,-88,100,100,-48,-51,100,100,-44,-62,-77,-85,-29,-37,-62,-85,100,100,100,100,100,100,-53,-70,-61,-72,100,100,-83,100,-32,-44,-54,-65,57.8,26.5,2,1,3,4,3,1
100,100,-63,-89,-93,100,-80,100,-94,100,-80,100,-94,100,100,100,-84,100,-83,-82,-94,100,-41,-49,-91,100,-43,-60,-72,-82,-30,-38,-66,-79,-95,100,-89,-88,-91,100,-50,-64,-61,-74,100,100,-78,100,-34,-42,-49,-62,57.8,27.2,2,1,3,4,3,1
100,100,-64,-90,-90,100,-81,100,-91,100,-78,100,-92,100,100,100,-80,100,-82,-82,-92,100,-38,-49,-83,100,-42,-58,-69,-80,-32,-40,-63,-76,-91,100,-86,-84,-89,100,-50,-61,-57,-73,100,100,-77,100,-34,-43,-47,-60,57.8,27.9,2,1,3,4,3,1
100,100,-65,-93,-92,100,-82,100,-89,100,-79,100,-92,100,100,100,-77,100,-84,-83,-92,100,-37,-49,-76,100,-41,-57,-62,-81,-35,-44,-63,-76,-88,100,-85,-85,-90,100,-54,-61,-56,-73,100,100,-77,100,-33,-46,-48,-59,57.8,28.7,2,1,3,4,3,1
100,100,-66,-97,-97,100,-83,100,-90,100,-83,100,-94,100,100,100,-76,100,-87,-84,-94,100,-37,-49,-76,100,-39,-57,-53,-83,-39,-47,-64,-77,-89,100,-87,-89,-93,100,-57,-61,-59,-74,100,100,-77,100,-33,-49,-53,-59,57.8,29.4,2,1,3,4,3,1
100,100,-67,-102,-101,100,-82,100,-91,100,-88,100,-94,100,100,100,-75,100,-88,-83,-96,100,-37,-48,-79,100,-37,-57,-44,-83,-44,-48,-64,-77,-90,100,-89,-93,-95,100,-57,-61,-63,-73,100,100,-75,100,-33,-51,-58,-60,57.8,30.2,2,1,3,4,3,1
100,100,-66,-102,100,100,-79,100,-90,100,-91,100,-91,100,100,100,-71,100,-84,-80,-94,100,-35,-46,-83,100,-33,-55,-38,-81,-46,-47,-61,-74,-89,100,-89,-94,-93,100,-55,-58,-61,-70,100,100,-69,100,-30,-51,-60,-60,57.8,30.9,2,1,3,4,3,1
100,100,-55,-86,100,100,-79,100,100,100,-79,100,100,100,100,100,-85,100,-74,-85,100,100,-44,-47,100,100,-40,-58,-66,-84,-31,-38,-73,-83,100,100,100,-88,100,100,-56,-70,-62,-75,100,100,-77,100,-30,-40,-54,-64,57,25.7,2,1,3,4,3,1
100,100,-62,100,100,100,-78,100,100,100,100,100,100,100,100,100,-87,100,-86,-81,-89,100,-40,-50,100,100,-41,-59,-71,-83,-29,-37,-77,-80,-91,100,100,-88,100,100,-57,-66,-78,-72,100,100,-80,100,-31,-42,-54,-62,57,26.5,2,1,3,4,3,1
100,100,-61,-89,-95,100,-80,100,-96,100,-83,100,-91,100,100,100,-83,100,-81,-83,-95,100,-41,-48,-94,100,-43,-60,-74,-83,-30,-38,-67,-81,-93,100,-91,-90,-91,100,-50,-65,-65,-73,100,100,-78,100,-33,-43,-54,-62,57,27.2,2,1,3,4,3,1
100,100,-63,-90,-91,100,-80,100,-93,100,-80,100,-90,100,100,100,-79,100,-80,-83,-94,100,-39,-47,-85,100,-42,-58,-70,-81,-31,-40,-64,-78,-90,100,-85,-87,-87,100,-49,-62,-59,-73,100,100,-76,100,-33,-43,-49,-59,57,27.9,2,1,3,4,3,1
100,100,-66,-94,-93,100,-81,100,-92,100,-80,100,-91,100,100,100,-76,100,-82,-83,-94,100,-38,-46,-78,100,-40,-56,-63,-80,-35,-43,-64,-77,-90,100,-82,-87,-87,100,-52,-62,-59,-74,100,100,-76,100,-34,-45,-49,-58,57,28.7,2,1,3,4,3,1
100,100,-68,-99,-98,100,-82,100,-93,100,-83,100,-95,100,100,100,-75,100,-84,-83,-95,100,-38,-46,-77,100,-38,-56,-54,-81,-39,-47,-65,-77,-91,100,-82,-90,-90,100,-54,-62,-63,-76,100,100,-75,100,-35,-48,-53,-58,57,29.4,2,1,3,4,3,1
100,100,-68,-103,-102,100,-82,100,-94,100,-88,100,-96,100,100,100,-74,100,-85,-83,-96,100,-37,-47,-81,100,-35,-56,-45,-82,-44,-49,-65,-76,-92,100,-83,-94,-92,100,-55,-62,-67,-76,100,100,-72,100,-34,-50,-57,-59,57,30.2,2,1,3,4,3,1
100,100,-66,-102,100,100,-79,100,-92,100,-92,100,-93,100,100,100,-70,100,-81,-80,-94,100,-36,-46,-87,100,-31,-55,-38,-81,-47,-48,-61,-73,-90,100,-81,-94,-89,100,-53,-59,-64,-72,100,100,-66,100,-30,-50,-58,-60,57,30.9,2,1,3,4,3,1
100,100,-65,-88,100,100,-81,100,100,100,100,100,100,100,100,100,-84,100,-83,-80,-89,100,-40,-50,100,100,-43,-60,-70,-83,-30,-40,-80,-80,-91,100,100,100,100,100,100,-66,-78,-72,100,100,-76,100,-33,-42,100,-65,56.3,25.7,2,1,3,4,3,1
100,100,-64,-87,100,100,-78,100,100,100,100,100,-87,100,100,100,-89,100,-79,-82,100,100,-39,-49,100,100,-41,-67,-81,-87,-34,-41,-72,-86,-92,100,100,100,100,100,-44,-66,100,-74,100,100,-79,100,-32,-48,100,-68,56.3,26.5,2,1,3,4,3,1
100,100,-60,-88,100,100,-80,100,100,100,-83,100,-87,100,100,100,-91,100,-78,-84,100,100,-39,-49,100,100,-49,-65,-81,-88,-31,-38,-73,-83,-92,100,100,100,-85,100,-44,-64,-58,-74,100,100,-77,100,-34,-45,-49,-64,56.3,27.2,2,1,3,4,3,1
100,100,-65,-91,-93,100,-84,100,100,100,-82,100,-84,100,100,100,-79,100,-82,-86,100,100,-42,-46,-85,100,-47,-57,-70,-86,-34,-42,-66,-81,100,100,-83,-90,-86,100,-52,-66,-59,-75,100,100,-78,100,-37,-44,-53,-62,56.3,27.9,2,1,3,4,3,1
100,100,-71,100,100,100,-84,100,100,100,-82,100,100,100,100,100,-83,100,-84,-86,100,100,-43,-46,-84,100,-44,-60,-67,-82,-36,-48,-71,-82,-92,100,-84,-90,-86,100,-58,-67,-52,-76,100,100,-76,100,-37,-46,-54,-63,56.3,28.7,2,1,3,4,3,1
100,100,-69,-101,-99,100,-83,100,-98,100,-90,100,-98,100,100,100,-79,100,-81,-85,-99,100,-38,-45,-83,100,-42,-57,-61,-83,-40,-48,-68,-80,-96,100,-83,-95,-92,100,-52,-65,-69,-79,100,100,-75,100,-41,-49,-54,-60,56.3,29.4,2,1,3,4,3,1
100,100,-70,-104,-102,100,-83,100,-99,100,-93,100,100,100,100,100,-78,100,-82,-84,100,100,-37,-47,-87,100,-40,-58,-54,-84,-45,-50,-67,-78,-97,100,-82,-97,-92,100,-53,-65,-72,-80,100,100,-71,100,-42,-52,-56,-61,56.3,30.2,2,1,3,4,3,1
100,100,-67,-102,100,100,-80,100,-96,100,-96,100,-96,100,100,100,-73,100,-78,-81,-97,100,-37,-48,-93,100,-35,-57,-47,-83,-48,-49,-63,-75,-95,100,-78,-96,-87,100,-51,-61,-69,-76,100,100,-66,100,-37,-52,-55,-61,56.3,30.9,2,1,3,4,3,1
100,100,-66,100,100,100,-83,100,100,100,100,100,100,100,100,100,-84,100,-83,-85,100,100,-45,-52,-84,100,-45,-65,-67,-84,-38,-43,-75,-81,-92,100,100,100,100,100,-53,-64,-49,-71,100,100,-85,100,-32,-44,-54,-66,55.5,25.7,2,1,3,4,3,1
100,100,-54,-83,100,100,-82,100,100,100,100,100,100,100,100,100,-86,100,-79,-82,100,100,-40,-47,100,100,-44,-63,-74,-84,-34,-40,-74,-82,-92,100,100,100,100,100,-51,-67,-64,-71,100,100,-77,100,-36,-46,-62,-66,55.5,26.5,2,1,3,4,3,1
100,100,-53,-89,100,100,-78,100,-85,100,100,100,100,100,100,100,-87,100,-78,-83,100,100,-40,-45,100,100,-45,-66,-74,-86,-37,-42,-68,-85,-92,100,100,100,100,100,-50,-66,-58,-72,100,100,-75,100,-40,-44,-53,-65,55.5,27.2,2,1,3,4,3,1
100,100,-64,-91,-91,100,-83,100,-85,100,100,100,-91,100,100,100,-77,100,-76,-87,100,100,-37,-45,-89,100,-44,-63,100,-86,-32,-39,-62,-87,-92,100,-82,100,100,100,-48,-64,-55,-74,100,100,-82,100,-43,-49,-56,-61,55.5,27.9,2,1,3,4,3,1
100,100,-64,100,-91,100,-81,100,100,100,100,100,-91,100,100,100,-87,100,-73,-87,100,100,-35,-44,-86,100,-46,-59,-76,-83,-33,-40,-65,-83,100,100,-82,100,100,100,-43,-67,-55,-78,100,100,-79,100,-47,-50,-54,-63,55.5,28.7,2,1,3,4,3,1
100,100,-67,100,100,100,-79,100,100,100,100,100,100,100,100,100,-90,100,-72,-84,100,100,-34,-46,-85,100,-44,-57,-63,-85,-42,-48,-73,-84,100,100,100,100,100,100,-44,-66,100,-83,100,100,-74,100,-49,-48,-53,-59,55.5,29.4,2,1,3,4,3,1
100,100,-69,100,100,100,-81,100,100,100,100,100,100,100,100,100,-81,100,-77,-83,100,100,-35,-49,100,100,-47,-59,-61,-83,-46,-52,-69,-80,100,100,-82,100,100,100,-53,-68,-73,-81,100,100,-75,100,-44,-56,-56,-59,55.5,30.2,2,1,3,4,3,1
100,100,-68,100,100,100,-85,100,100,100,100,100,100,100,100,100,-77,100,-77,-85,100,100,-38,-49,100,100,-45,-60,-62,-85,-46,-50,-61,-77,100,100,-82,100,-85,100,-49,-63,-66,-81,100,100,-65,100,-51,-54,-50,-66,55.5,30.9,2,1,3,4,3,1
100,100,-56,-85,100,100,-85,100,100,100,-81,100,100,100,100,100,-83,100,-74,-79,100,100,-42,-56,-80,100,-46,-68,100,-83,-40,-42,-60,-75,-94,100,-77,100,-85,100,-46,-55,-64,-68,100,100,-75,100,-42,-44,-65,-70,54.7,25.7,2,1,3,4,3,1
100,100,-60,-85,100,100,-78,100,100,100,-81,100,-81,100,100,100,-85,100,-76,-77,100,100,-41,-54,-80,100,-44,-66,100,-82,-43,-42,-62,-80,-91,100,-77,-86,-85,100,-49,-62,-44,-64,100,100,-76,100,-44,-44,-62,-66,54.7,26.5,2,1,3,4,3,1
100,100,-60,-89,100,100,-78,100,100,100,100,100,-81,100,100,100,100,100,-74,-85,100,100,-42,-52,100,100,-49,-65,-83,100,-35,-40,-68,-83,-90,100,100,-86,100,100,-49,-64,-51,-65,100,100,-80,100,-41,-46,-59,-63,54.7,27.2,2,1,3,4,3,1
100,100,-60,-89,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,-71,-88,100,100,-44,-51,100,100,-52,-59,-69,-84,-33,-45,-66,-82,100,100,100,100,100,100,-48,-65,-55,-69,100,100,-77,100,-37,-49,-52,-61,54.7,27.9,2,1,3,4,3,1
100,100,-64,100,100,100,-79,100,100,100,100,100,-91,100,100,100,-83,100,-72,-84,100,100,-37,-46,100,100,-47,-60,-63,-83,-35,-45,-61,-81,100,100,100,100,100,100,-46,-65,-56,-74,100,100,-77,100,-46,-51,-49,-65,54.7,28.7,2,1,3,4,3,1
100,100,-66,-90,100,100,-81,100,100,100,100,100,-91,100,100,100,-82,100,-72,-85,100,100,-36,-46,-89,100,-46,-60,-66,-83,-37,-46,-60,-79,100,100,100,100,100,100,-46,-66,-59,-77,100,100,-77,100,-53,-54,-49,-66,54.7,29.4,2,1,3,4,3,1
100,100,-69,-88,-92,100,-85,100,100,100,-88,100,100,100,100,100,100,100,-78,-82,100,100,-33,-47,-84,100,100,-62,100,-81,-37,-52,-65,-84,100,100,100,-89,100,100,-50,-66,-62,-84,100,100,-64,100,100,-56,-51,-59,54.7,30.2,2,1,3,4,3,1
100,100,-65,100,-89,100,-81,100,100,100,100,100,-88,100,100,100,-80,100,-71,-84,100,100,-36,-62,100,100,-47,-62,-65,-87,-54,-52,-63,-83,100,100,-83,100,-86,100,-50,-66,-65,-79,100,100,-77,100,-45,-58,-45,-63,54.7,30.9,2,1,3,4,3,1
100,100,-68,100,100,100,-81,100,-91,100,-88,100,-89,100,100,100,-82,100,-85,-90,100,100,-37,-47,-83,100,-41,-60,-73,-82,-44,-50,-78,100,-92,100,-84,100,-85,100,-56,-67,-68,-80,100,100,-83,100,-44,-60,-64,-69,60.1,31.5,2,1,3,4,3,1
100,100,-77,100,-92,100,-85,100,-81,100,100,100,-89,100,100,100,-82,100,-84,-89,100,100,-35,-46,-80,100,-38,-54,-70,-88,-42,-54,-78,-88,100,100,-83,100,100,100,-55,-66,-66,-82,100,100,-79,100,-45,-58,-64,-67,60.1,32.3,2,1,3,4,3,1
100,100,-80,100,-90,100,-82,100,-89,100,-92,100,100,100,100,100,-81,100,-85,-87,100,100,-34,-45,-78,100,-37,-56,100,-83,-44,-54,-82,100,100,100,-89,100,100,100,-49,-70,-68,-82,100,100,-76,100,-45,-55,-61,-68,60.1,33.2,2,1,3,4,3,1
100,100,-80,100,-92,100,-82,100,100,100,100,100,100,100,100,100,-85,100,-85,-89,100,100,-31,-42,100,100,-48,-57,-79,100,-45,-54,-74,-88,-94,100,-85,100,100,100,-45,-67,-68,-79,100,100,-71,100,-43,-55,-62,-76,60.1,34.1,2,1,3,4,3,1
100,100,-68,100,-94,100,-76,100,-91,100,-81,100,-86,100,100,100,-82,100,-80,-85,100,100,-35,-46,-82,100,-37,-56,-79,-78,-40,-52,-75,-88,-89,100,-84,-98,-91,-96,-56,-60,-65,-78,100,100,-76,100,-48,-54,-59,-66,59.2,31.5,2,1,3,4,3,1
100,100,-75,100,-94,100,-79,100,-93,100,-74,100,-92,100,100,100,-86,100,-86,-86,100,100,-31,-43,-82,100,-43,-56,100,-83,-42,-58,-77,-86,-94,100,-87,100,100,100,-53,-63,-60,-83,100,100,-76,100,-55,-56,-57,-68,59.2,32.3,2,1,3,4,3,1
100,100,-78,100,100,100,-86,100,-89,100,-93,100,100,100,100,100,-83,100,-82,-89,100,100,-34,-43,100,100,-41,-59,-72,-86,-44,-55,-77,-87,100,100,-86,100,100,100,-50,-67,-67,-79,100,100,-75,100,-50,-56,-53,-71,59.2,33.2,2,1,3,4,3,1
100,100,-83,100,100,100,-84,100,-90,100,-85,100,100,100,100,100,-87,100,-82,-90,100,100,-33,-38,-87,100,-48,-60,-74,-89,-50,-57,-75,-89,-95,100,-88,100,100,100,-51,-65,-73,-82,100,100,-76,100,-53,-57,-55,-65,59.2,34.1,2,1,3,4,3,1
100,100,-66,100,-93,100,-74,100,-94,100,-81,100,-87,100,100,100,-83,100,-76,-81,100,100,-35,-47,-86,100,-35,-55,-77,-75,-39,-53,-72,-83,-85,100,-87,-96,-95,-94,-58,-57,-68,-76,100,100,-71,100,-49,-50,-58,-65,58.3,31.5,2,1,3,4,3,1
100,100,-75,100,-96,100,-79,100,-95,100,-88,100,-95,100,100,100,-87,100,-79,-85,100,100,-34,-46,-90,100,-38,-57,-85,-80,-42,-57,-75,-86,-94,100,-90,-99,-101,-98,-58,-62,-70,-81,100,100,-72,100,-51,-55,-58,-68,58.3,32.3,2,1,3,4,3,1
100,100,-80,100,100,100,-77,100,100,100,100,100,100,100,100,100,-81,100,-79,-86,100,100,-34,-47,-92,100,-37,-55,100,-86,-43,-59,-75,-87,100,100,-85,100,100,100,-61,-63,-71,-81,100,100,-70,100,-52,-57,-53,-65,58.3,33.2,2,1,3,4,3,1
100,100,-75,100,100,100,-87,100,100,100,-89,100,100,100,100,100,-83,100,-84,100,100,100,-37,-44,100,100,-43,-61,-68,-87,-50,-57,-75,-90,100,100,-88,100,-90,100,-46,-64,-70,-87,100,100,-73,100,-50,-62,-75,-68,58.3,34.1,2,1,3,4,3,1
100,100,-65,100,-93,100,-74,100,-94,100,-86,100,-89,100,100,100,-84,100,-73,-78,100,100,-38,-48,-90,100,-34,-54,-71,-73,-39,-54,-70,-80,-84,100,-91,-95,-98,-91,-59,-56,-74,-76,100,100,-67,100,-49,-48,-58,-63,57.4,31.5,2,1,3,4,3,1
100,100,-73,100,-97,100,-79,100,-95,100,-92,100,-95,100,100,100,-86,100,-77,-81,100,100,-36,-48,-92,100,-38,-57,-78,-77,-42,-57,-72,-82,-92,100,-91,-96,-102,-94,-59,-61,-75,-81,100,100,-68,100,-50,-53,-58,-64,57.4,32.3,2,1,3,4,3,1
100,100,-82,100,-92,100,-84,100,100,100,100,100,100,100,100,100,100,100,-77,-86,100,100,-33,-43,100,100,-44,-60,-74,-87,-45,-61,-74,-86,-92,100,100,100,100,100,-55,-64,-73,-87,100,100,-70,100,-50,-56,-57,-68,57.4,33.2,2,1,3,4,3,1
100,100,-74,100,-92,100,-87,100,100,100,100,100,-95,100,100,100,-81,100,-78,-88,100,100,-40,-44,100,100,-40,-64,-74,-84,-45,-57,-70,-85,100,100,-91,100,100,100,-49,-66,-64,-83,100,100,-76,100,-49,-56,-56,-67,57.4,34.1,2,1,3,4,3,1
100,100,-65,100,-96,100,-78,100,-94,100,-92,100,-93,100,100,100,-84,100,-74,-79,100,100,-41,-50,-94,100,-36,-56,-66,-74,-40,-54,-69,-79,-87,100,-94,-94,-99,-92,-58,-58,-79,-78,100,100,-67,100,-49,-49,-59,-61,56.5,31.5,2,1,3,4,3,1
100,100,-72,100,-99,100,-82,100,-95,100,-96,100,-97,100,100,100,-85,100,-78,-80,100,100,-39,-50,-94,100,-40,-58,-72,-77,-44,-57,-71,-81,-92,100,-92,-93,-102,-93,-58,-61,-79,-83,100,100,-68,100,-51,-54,-59,-62,56.5,32.3,2,1,3,4,3,1
100,100,-75,100,100,100,-84,100,-90,100,-88,100,100,100,100,100,-80,100,-76,-77,100,100,-34,-50,-82,100,-44,-61,-62,-75,-51,-54,-61,-81,100,100,-84,-88,100,-88,-54,-64,-68,-84,100,100,-69,100,-48,-55,-52,-65,56.5,33.2,2,1,3,4,3,1
100,100,-73,100,100,100,-85,100,-90,100,100,100,100,100,100,100,-80,100,-82,-77,100,100,-34,-46,-84,100,-48,-52,-60,-82,-52,-59,-65,-85,-94,100,-83,-86,100,-91,-47,-61,-66,-86,100,100,-71,100,-66,-58,-52,-61,56.5,34.1,2,1,3,4,3,1
100,100,-67,100,100,100,-86,100,100,100,100,100,100,100,100,100,-82,100,-78,-84,100,100,-47,-55,100,100,-38,-60,-68,-77,-45,-54,-72,-81,-92,100,100,100,100,100,-59,-59,-75,-81,100,100,-71,100,-51,-51,-57,-60,55.6,31.5,2,1,3,4,3,1
100,100,-70,100,100,100,-83,100,-88,100,100,100,-92,100,100,100,-83,100,-78,-79,100,100,-43,-50,100,100,-45,-60,-61,-74,-44,-56,-75,-80,-93,100,-87,-85,100,-88,-52,-61,100,-83,100,100,-67,100,-53,-57,-72,-58,55.6,32.3,2,1,3,4,3,1
100,100,-74,100,100,100,-87,100,-92,100,-92,100,100,100,100,100,-74,100,-82,-80,100,100,-34,-50,-89,100,-46,-59,-69,-81,-46,-55,-73,-82,-91,100,-84,-88,-86,-90,-52,-61,-66,-82,100,100,-67,100,-46,-61,-53,-53,55.6,33.2,2,1,3,4,3,1
100,100,-80,100,100,100,-86,100,100,100,-94,100,100,100,100,100,-78,100,-82,-81,100,100,-37,-48,100,100,-45,-58,-75,-83,-51,-60,-71,-80,-93,100,-82,-86,100,100,-47,-57,-70,-82,100,100,-72,100,-57,-57,-45,-52,55.6,34.1,2,1,3,4,3,1
100,100,-68,100,100,100,-86,100,-91,100,-92,100,100,100,100,100,-90,100,-76,-86,100,100,-41,-46,100,100,-51,-64,-61,-84,-45,-53,-67,-81,100,100,100,100,-79,100,-48,-64,-67,-85,100,100,-74,100,-49,-60,-51,-61,54.7,31.5,2,1,3,4,3,1
100,100,-78,100,100,100,-86,100,-94,100,-89,100,100,100,100,100,-76,100,-81,-84,100,100,-39,-48,100,100,-54,-62,100,-82,-50,-51,-74,-76,100,100,-82,-88,-84,100,-51,-61,-65,-86,100,100,-71,100,-47,-58,-47,-59,54.7,32.3,2,1,3,4,3,1
100,100,-75,100,-91,100,-87,100,-94,100,-88,100,-91,100,100,100,-78,100,-80,-75,100,100,-38,-50,-85,100,-48,-66,-66,-74,-51,-56,-67,-72,-91,100,-85,-86,-78,-90,-45,-56,-62,-83,100,100,-70,100,-59,-64,-51,-57,54.7,33.2,2,1,3,4,3,1
100,100,-82,100,-90,100,-86,100,100,100,-89,100,100,100,100,100,-80,100,-77,-82,100,100,-36,-54,-91,100,-50,-64,-64,-85,-55,-55,-77,-82,100,100,-79,-86,-79,-89,-40,-55,-66,-82,100,100,-74,100,-50,-55,-58,-69,54.7,34.1,2,1,3,4,3,1
100,100,-81,100,-87,100,-82,100,-93,100,-89,100,-88,100,100,100,-71,100,-85,-74,100,100,-52,-56,-83,100,-34,-44,-69,-75,-55,-68,-65,-78,-87,100,-78,-94,-79,100,-56,-69,-74,-81,-92,100,-68,-95,-55,-66,-40,-45,60.1,34.8,2,1,3,4,3,1
100,100,-85,100,-92,100,-86,100,100,100,-92,100,-92,100,100,100,-79,100,-83,-78,100,100,-54,-61,-88,100,-38,-47,-69,-78,-60,-73,-69,-86,-91,100,-88,100,-86,100,-61,-75,-78,-90,100,100,-75,100,-59,-72,-39,-51,60.1,35.7,2,1,3,4,3,1
100,100,-88,100,-92,100,-86,100,100,100,100,100,-92,100,100,100,-81,100,-84,-81,100,100,-49,-66,-88,100,-37,-52,-60,-79,-59,-76,-65,-83,-89,100,-89,100,-88,100,-61,-73,-80,-88,100,100,-68,100,-60,-73,-45,-49,60.1,36.5,2,1,3,4,3,1
100,100,-87,100,-92,100,-88,100,100,100,100,100,100,100,100,100,-75,100,-84,-86,100,100,-50,-68,-92,100,-45,-55,-57,-78,-60,-74,-75,-85,100,100,-89,100,-85,100,-60,-73,-81,-89,100,100,-71,100,-62,-72,-43,-45,60.1,37.3,2,1,3,4,3,1
100,100,-85,100,100,100,-88,100,100,100,100,100,-92,100,100,100,-65,100,-76,-81,100,100,-59,-70,-87,100,-44,-56,-68,-78,-56,-73,-72,-85,-92,100,100,100,-81,100,-61,-72,-75,100,100,100,-70,100,-63,-73,-43,-48,60.1,38.2,2,1,3,4,3,1
100,100,-84,100,-94,100,-85,100,100,100,100,100,-92,100,100,100,-67,100,-79,-85,100,100,-57,-67,-89,100,-47,-60,-68,-77,-66,-71,-71,-84,-94,100,-85,100,-81,100,-58,-73,-79,100,100,100,-75,100,-62,-73,-38,-50,60.1,39,2,1,3,4,3,1
100,100,-85,100,100,100,-86,100,100,100,100,100,-91,100,100,100,-70,100,-82,-84,100,100,-61,-66,-87,100,-46,-55,-63,-82,-57,-73,-74,-85,100,100,-85,100,-80,100,-57,-75,-73,-93,100,100,-73,100,-59,-70,-37,-46,60.1,39.8,2,1,3,4,3,1
100,100,-86,100,100,100,-86,100,100,100,100,100,-96,100,100,100,-70,100,-77,-87,100,100,-57,-65,-91,100,-45,-57,-65,-85,-59,-72,-73,-87,-90,100,-86,100,-88,100,-58,-69,-74,-89,100,100,-74,100,-63,-71,-33,-47,60.1,40.7,2,1,3,4,3,1
100,100,-91,100,-89,100,-86,100,100,100,100,100,-96,100,100,100,-68,100,-83,-88,100,100,-54,-67,100,100,-48,-59,-69,-84,-67,-72,-67,-88,-84,100,-82,100,-87,100,-58,-65,-75,-89,100,100,-72,100,-60,-77,-34,-45,60.1,41.5,2,1,3,4,3,1
100,100,-90,100,-92,100,-88,100,100,100,-96,100,100,100,100,100,-72,100,-84,-89,100,100,-56,-68,100,100,-45,-64,-62,-87,-65,-73,-75,-87,-91,100,-85,100,-83,100,-66,-68,-72,100,100,100,-69,100,-58,-76,-32,-39,60.1,42.3,2,1,3,4,3,1
100,100,-88,100,-94,100,-87,100,100,100,100,100,100,100,100,100,-74,100,-82,100,100,100,-59,-71,-92,100,-48,-65,-65,-88,-67,-75,-71,-85,100,100,-86,100,-82,100,-62,-71,-72,-92,100,100,-69,100,-64,-74,-33,-43,60.1,43.2,2,1,3,4,3,1
100,100,-88,100,-94,100,-89,100,100,100,100,100,100,100,100,100,-71,100,100,-81,100,100,-57,-59,-92,100,-38,-46,-74,-80,-56,-73,-72,-82,100,100,-81,100,-83,100,-60,-71,-78,-90,100,100,-71,100,-61,-70,-45,-47,59.3,34.8,2,1,3,4,3,1
100,100,-90,100,100,100,-88,100,100,100,100,100,-92,100,100,100,-77,100,-80,-77,100,100,-52,-64,-91,100,-34,-42,-67,-77,-55,-69,-68,-85,-92,100,-87,100,-84,100,-59,-69,-79,-88,-92,100,-65,-89,-62,-77,-44,-45,59.3,35.7,2,1,3,4,3,1
100,100,-85,100,100,100,-87,100,100,100,100,100,-92,100,100,100,-77,100,-77,-84,100,100,-51,-61,-90,100,-38,-43,-60,-77,-54,-74,-73,-86,100,100,-84,100,-88,100,-57,-71,-75,100,100,100,-65,-90,-62,-77,-45,-50,59.3,36.5,2,1,3,4,3,1
100,100,-83,100,-93,100,-87,100,100,100,100,100,-92,100,100,100,-79,100,-78,-85,100,100,-51,-61,-91,100,-43,-45,-61,-75,-54,-76,-71,-86,100,100,100,100,-87,100,-60,-71,-76,100,100,100,-68,100,-65,-74,-38,-50,59.3,37.3,2,1,3,4,3,1
